No;year;month;day;hour;PM2.5;PM10;TEMP;PRES;DEWP;RAIN;wd;WSPM;station
54;2013;3;3;5;84;104;-5.2;1018.5;-11.6;0;NE;0.9;Tiantan
55;2013;3;3;6;77;86;-5.4;1018.3;-11.3;0;ENE;0;Tiantan
56;2013;3;3;7;73;78;-3.3;1018.6;-9.8;0;N;0.1;Tiantan
57;2013;3;3;8;74;81;1.2;1018.1;-13.7;0;N;0.8;Tiantan
58;2013;3;3;9;90;108;4;1017.6;-13.4;0;SE;0.6;Tiantan
59;2013;3;3;10;96;97;6.8;1016.7;-13.5;0;SSW;1.1;Tiantan
60;2013;3;3;11;96;106;9.5;1015.6;-13.7;0;W;0.5;Tiantan
61;2013;3;3;12;105;127;13.4;1014.4;-13.6;0;WNW;1.8;Tiantan
62;2013;3;3;13;114;124;15.5;1013;-13.8;0;NW;4;Tiantan
63;2013;3;3;14;92;96;16.4;1012.4;-15.4;0;W;7;Tiantan
64;2013;3;3;15;102;137;16.6;1012;-15.2;0;WNW;4.7;Tiantan
65;2013;3;3;16;98;144;15.8;1012.2;-14.7;0;ENE;1.3;Tiantan
66;2013;3;3;17;77;130;12.6;1013;-13.4;0;SSW;1.3;Tiantan
67;2013;3;3;18;84;139;9.9;1014.1;-10.3;0;WNW;1;Tiantan
68;2013;3;3;19;128;207;6.8;1014.9;-9.6;0;W;0;Tiantan
69;2013;3;3;20;141;205;5.2;1015.2;-8.3;0;W;0;Tiantan
70;2013;3;3;21;142;186;4;1015.4;-9.1;0;N;0.2;Tiantan
71;2013;3;3;22;107;110;2.7;1015.8;-8.4;0;WNW;0.4;Tiantan
72;2013;3;3;23;69;96;7.1;1016.7;-12.2;0;N;0.4;Tiantan
73;2013;3;4;0;44;50;9.9;1017.5;-14.1;0;N;4.9;Tiantan
74;2013;3;4;1;52;79;9.3;1018.4;-13.9;0;NNW;3.6;Tiantan
75;2013;3;4;2;11;20;8.4;1018.7;-13.9;0;N;1.5;Tiantan
76;2013;3;4;3;13;40;7.4;1018.6;-14.2;0;N;3.6;Tiantan
77;2013;3;4;4;6;30;6.2;1019.6;-15.2;0;NNW;2.7;Tiantan
78;2013;3;4;5;7;22;6;1020.1;-14.2;0;NW;2.4;Tiantan
79;2013;3;4;6;9;36;4.2;1020.8;-12.7;0;NW;2;Tiantan
80;2013;3;4;7;10;28;7.2;1021.5;-12.6;0;NNW;3.2;Tiantan
81;2013;3;4;8;14;46;8.6;1022.3;-14.4;0;NE;2.8;Tiantan
82;2013;3;4;9;21;32;9.9;1022.6;-14.8;0;N;2.4;Tiantan
83;2013;3;4;10;20;27;11.5;1022.3;-14.3;0;N;0;Tiantan
84;2013;3;4;11;13;18;12.3;1022;-15.4;0;N;2.4;Tiantan
85;2013;3;4;12;16;27;13.9;1020.6;-16.2;0;N;3.3;Tiantan
86;2013;3;4;13;14;24;14.8;1019.5;-15.5;0;N;1.4;Tiantan
87;2013;3;4;14;16;18;15.3;1018.6;-15.1;0;E;1.3;Tiantan
88;2013;3;4;15;5;11;15.6;1018.1;-14.8;0;SSW;2;Tiantan
89;2013;3;4;16;15;19;14.7;1017.5;-15.5;0;SW;2.9;Tiantan
90;2013;3;4;17;17;27;13.2;1017.8;-15.7;0;SW;3;Tiantan
91;2013;3;4;18;22;29;12.6;1018.3;-13.4;0;SW;2.9;Tiantan
92;2013;3;4;19;25;42;12;1018.5;-13.1;0;WSW;2.7;Tiantan
93;2013;3;4;20;31;62;10.9;1018.8;-11.9;0;SE;1.4;Tiantan
94;2013;3;4;21;44;63;10.2;1018.8;-11.8;0;SW;2;Tiantan
95;2013;3;4;22;53;73;10;1018.5;-12;0;SW;3;Tiantan
96;2013;3;4;23;58;79;9.4;1017.5;-11.3;0;SSW;2.7;Tiantan
97;2013;3;5;0;71;75;8.8;1017;-10.7;0;SSW;2.1;Tiantan
98;2013;3;5;1;76;96;7.8;1016.5;-10.6;0;SSE;1.3;Tiantan
99;2013;3;5;2;98;116;4.7;1016.1;-10.6;0;S;0;Tiantan
100;2013;3;5;3;100;117;4.5;1015.7;-9.3;0;N;0;Tiantan
101;2013;3;5;4;108;118;1.3;1015.7;-8.8;0;ESE;1.2;Tiantan
102;2013;3;5;5;130;133;0.4;1015.7;-9.6;0;ENE;0.8;Tiantan
103;2013;3;5;6;125;134;-0.2;1015.5;-8.4;0;ENE;1;Tiantan
104;2013;3;5;7;120;123;2.1;1015.4;-8.6;0;E;0.9;Tiantan
105;2013;3;5;8;103;123;5;1015.1;-8.9;0;E;1;Tiantan
106;2013;3;5;9;114;133;6.7;1014.5;-8.9;0;E;1.3;Tiantan
107;2013;3;5;10;127;154;9.1;1013.8;-8.5;0;E;0.9;Tiantan
108;2013;3;5;11;142;163;10.9;1012.8;-8.4;0;ESE;1.3;Tiantan
109;2013;3;5;12;151;164;12.3;1011.4;-8.8;0;E;0;Tiantan
110;2013;3;5;13;161;180;13;1010.1;-8.3;0;ENE;1.5;Tiantan
111;2013;3;5;14;182;184;13.3;1009.5;-8;0;ENE;1.6;Tiantan
112;2013;3;5;15;198;200;13.8;1009.1;-7.6;0;E;1.9;Tiantan
113;2013;3;5;16;168;198;13.2;1009;-7.5;0;ENE;1.8;Tiantan
114;2013;3;5;17;150;179;11.6;1009.4;-7.3;0;NNE;0.7;Tiantan
115;2013;3;5;18;147;170;9.4;1009.8;-5.7;0;ESE;0.7;Tiantan
116;2013;3;5;19;162;179;6.7;1010.4;-5;0;ESE;0.1;Tiantan
117;2013;3;5;20;198;216;5.2;1010.7;-4.7;0;N;0;Tiantan
118;2013;3;5;21;199;200;4.3;1010.5;-2.6;0;ENE;1;Tiantan
119;2013;3;5;22;184;201;4.3;1010.7;-4.2;0;E;0.8;Tiantan
120;2013;3;5;23;186;197;4.9;1010.5;-5.8;0;E;0;Tiantan
121;2013;3;6;0;187;198;5.6;1010.4;-7;0;NE;0.8;Tiantan
122;2013;3;6;1;198;199;3.5;1010.2;-6;0;NNE;0.5;Tiantan
123;2013;3;6;2;199;226;6.3;1009.9;-7;0;NE;1;Tiantan
124;2013;3;6;3;173;186;6.3;1009.6;-7;0;NE;0.7;Tiantan
125;2013;3;6;4;157;162;5.1;1009.5;-6.5;0;NE;1;Tiantan
126;2013;3;6;5;151;165;4.6;1009.8;-6.3;0;NE;0.7;Tiantan
127;2013;3;6;6;184;155;4.1;1010.3;-6.2;0;N;0.8;Tiantan
128;2013;3;6;7;160;164;5.3;1011;-6;0;NE;0.9;Tiantan
129;2013;3;6;8;197;198;6.9;1010.8;-6.5;0;NNW;1.3;Tiantan
130;2013;3;6;9;158;192;8.4;1010.8;-6.6;0;N;0.8;Tiantan
131;2013;3;6;10;145;174;8.8;1010.4;-6.2;0;NE;1.1;Tiantan
132;2013;3;6;11;175;178;9.5;1009.5;-6;0;ENE;1;Tiantan
133;2013;3;6;12;186;201;10.4;1008.5;-5.6;0;ENE;0.2;Tiantan
134;2013;3;6;13;199;204;11.5;1007.6;-5.1;0;SSE;0.8;Tiantan
135;2013;3;6;14;216;218;13.2;1006.9;-4.5;0;SSW;1;Tiantan
136;2013;3;6;15;195;226;14.7;1007;-4.6;0;SW;1.3;Tiantan
137;2013;3;6;16;229;232;14.6;1007.2;-4.7;0;SSW;0;Tiantan
138;2013;3;6;17;235;243;11.8;1007.9;-4.4;0;W;0.6;Tiantan
139;2013;3;6;18;234;251;8.5;1008.5;-4;0;WNW;0;Tiantan
140;2013;3;6;19;239;255;8.5;1009.3;-4.4;0;WSW;0.4;Tiantan
141;2013;3;6;20;230;238;5.8;1009.9;-3.6;0;WSW;0.2;Tiantan
142;2013;3;6;21;196;227;5.3;1009.4;-4;0;WSW;0.7;Tiantan
143;2013;3;6;22;202;232;8.3;1009.3;-3.6;0;SE;1.8;Tiantan
144;2013;3;6;23;204;228;5;1009.4;-3.3;0;NNE;1;Tiantan
145;2013;3;7;0;209;230;2.9;1009.2;-3.2;0;E;0.6;Tiantan
146;2013;3;7;1;219;245;2.2;1009;-3.3;0;WSW;1.6;Tiantan
147;2013;3;7;2;259;276;3.3;1008.9;-3.3;0;ENE;1.6;Tiantan
148;2013;3;7;3;222;258;1.2;1008.3;-3.9;0;SSE;0.4;Tiantan
149;2013;3;7;4;215;240;0.9;1008.5;-2.5;0;NE;1.4;Tiantan
150;2013;3;7;5;211;226;0.5;1008.6;-3.4;0;E;0.9;Tiantan
151;2013;3;7;6;214;223;-0.4;1008.4;-3.3;0;E;0.1;Tiantan
152;2013;3;7;7;209;222;2.6;1008.7;-1.8;0;N;0;Tiantan
153;2013;3;7;8;243;220;8.9;1008.7;-2.1;0;ESE;0.9;Tiantan
154;2013;3;7;9;244;261;9.4;1007.9;-2.6;0;E;1.1;Tiantan
155;2013;3;7;10;296;314;10.5;1007.2;-2.6;0;E;1;Tiantan
156;2013;3;7;11;366;409;14.7;1005.5;-2.3;0;ESE;3.2;Tiantan
157;2013;3;7;12;390;412;16;1003.2;-2.5;0;SSE;2.7;Tiantan
158;2013;3;7;13;386;392;17.9;1001.8;-3;0;SSW;2.5;Tiantan
159;2013;3;7;14;285;293;18.1;1000.5;-3.4;0;SW;1.8;Tiantan
160;2013;3;7;15;317;326;19.5;999.3;-4.8;0;SW;3;Tiantan
161;2013;3;7;16;240;319;19.1;998.9;-3.8;0;SSE;0.9;Tiantan
162;2013;3;7;17;161;175;17.3;998.5;-3.5;0;SE;0.4;Tiantan
163;2013;3;7;18;206;214;12.5;998.9;-2.2;0;N;0.7;Tiantan
164;2013;3;7;19;183;184;11.2;999.4;-1.6;0;N;1;Tiantan
165;2013;3;7;20;178;196;10.2;999.6;0.2;0;NW;0.5;Tiantan
166;2013;3;7;21;236;265;8.6;999.5;0.1;0;N;0.6;Tiantan
167;2013;3;7;22;301;352;8.1;1000.1;-0.9;0;E;0.8;Tiantan
168;2013;3;7;23;390;427;7;1000;-1.4;0;SE;0.4;Tiantan
169;2013;3;8;0;437;416;5.4;1000;-1.5;0;ENE;0.9;Tiantan
170;2013;3;8;1;424;442;5.3;1000.2;-1.8;0;WNW;0.9;Tiantan
171;2013;3;8;2;456;411;4.1;999.9;-2.3;0;WNW;0;Tiantan
172;2013;3;8;3;382;422;3.5;999.8;-2.5;0;SW;0.6;Tiantan
173;2013;3;8;4;377;305;3.4;1000.2;-2.6;0;WSW;1;Tiantan
174;2013;3;8;5;335;268;3.4;1001;-2;0;WNW;0.2;Tiantan
175;2013;3;8;6;NA;NA;3.5;1001.6;-2.5;0;E;0.7;Tiantan
176;2013;3;8;7;NA;NA;6.6;1002.2;-0.9;0;S;0.1;Tiantan
177;2013;3;8;8;3;3;11.6;1002.3;-1.9;0;ESE;1;Tiantan
178;2013;3;8;9;3;12;16.6;1002.6;-3.5;0;S;1;Tiantan
179;2013;3;8;10;NA;373;19.9;1002.4;-5.2;0;E;0.9;Tiantan
180;2013;3;8;11;266;260;21.2;1002;-2.7;0;SE;3.1;Tiantan
181;2013;3;8;12;167;192;21.7;1001.1;-4.4;0;SSW;2.9;Tiantan
182;2013;3;8;13;146;172;17.2;1001;0.8;0;SE;3.5;Tiantan
183;2013;3;8;14;207;356;13.8;1001.2;-0.3;0;SE;4.9;Tiantan
184;2013;3;8;15;272;386;11.9;1001.5;-2;0;ESE;5.1;Tiantan
185;2013;3;8;16;162;211;10.9;1001.7;-1.5;0;SE;2.4;Tiantan
186;2013;3;8;17;104;120;9.9;1001.9;-1.5;0;SSE;1.6;Tiantan
187;2013;3;8;18;84;89;9.2;1002.4;-1;0;SE;1.3;Tiantan
188;2013;3;8;19;86;89;8.4;1002.4;-2.3;0;ESE;1.9;Tiantan
189;2013;3;8;20;61;94;7.2;1002.2;-3.7;0;ESE;3;Tiantan
190;2013;3;8;21;57;67;6;1002;-4.5;0;ESE;1.9;Tiantan
191;2013;3;8;22;90;92;5.9;1001.1;-5.1;0;S;1;Tiantan
192;2013;3;8;23;57;76;5.3;999.2;-5.1;0;SSE;0.4;Tiantan
193;2013;3;9;0;55;71;4.4;997.9;-4.9;0;SSE;0;Tiantan
194;2013;3;9;1;62;90;3;996.9;-4.2;0;N;0.1;Tiantan
195;2013;3;9;2;76;107;2.6;995.9;-3.7;0;ENE;1.2;Tiantan
196;2013;3;9;3;82;101;2.3;994.7;-4.2;0;E;0.9;Tiantan
197;2013;3;9;4;80;83;1.7;993.7;-4;0;E;0;Tiantan
198;2013;3;9;5;80;89;2.4;993.9;-3.9;0;NNW;1.7;Tiantan
199;2013;3;9;6;84;93;4;994.1;-3.5;0;NW;1.4;Tiantan
200;2013;3;9;7;113;124;5;994.7;-2.8;0;ENE;1.7;Tiantan
201;2013;3;9;8;119;140;7;996;-3.3;0;SSE;0.4;Tiantan
202;2013;3;9;9;117;163;14.3;997.3;-1.8;0;NNW;5.3;Tiantan
203;2013;3;9;10;141;272;17.3;999.6;-5.9;0;NNW;7.5;Tiantan
204;2013;3;9;11;104;605;13.8;1002.9;-10.9;0;N;6.1;Tiantan
205;2013;3;9;12;87;NA;11.7;1005.8;-16.8;0;N;9.2;Tiantan
206;2013;3;9;13;67;839;9.9;1008.5;-19.3;0;N;6.4;Tiantan
207;2013;3;9;14;46;634;9.5;1009.8;-19.6;0;N;7.1;Tiantan
208;2013;3;9;15;25;390;9.7;1011.1;-19.4;0;NNW;4.7;Tiantan
209;2013;3;9;16;16;234;10;1012.8;-20.3;0;NNW;6.2;Tiantan
210;2013;3;9;17;18;183;8.9;1014.7;-20.1;0;NNW;6.5;Tiantan
211;2013;3;9;18;17;154;7.9;1017.5;-20.8;0;NNE;5.2;Tiantan
212;2013;3;9;19;16;103;6.9;1019.2;-20.6;0;NNW;7.1;Tiantan
213;2013;3;9;20;18;129;6.1;1021;-20.3;0;N;8.8;Tiantan
214;2013;3;9;21;12;70;5.6;1022.6;-19.9;0;N;4.5;Tiantan
215;2013;3;9;22;10;45;5.3;1023.1;-20.1;0;NNE;2.4;Tiantan
216;2013;3;9;23;3;26;4.3;1023.4;-20.1;0;NNE;1.6;Tiantan
217;2013;3;10;0;9;61;2.1;1022.9;-17.5;0;ESE;1.6;Tiantan
218;2013;3;10;1;6;32;0.2;1023.2;-16.6;0;E;0.5;Tiantan
219;2013;3;10;2;10;63;-1.6;1023.1;-15.8;0;N;0;Tiantan
220;2013;3;10;3;12;14;-0.9;1023.3;-15.9;0;N;0;Tiantan
221;2013;3;10;4;19;56;-1.9;1024;-14.7;0;NNE;0;Tiantan
222;2013;3;10;5;18;47;-2.8;1024.1;-13.4;0;N;0;Tiantan
223;2013;3;10;6;19;34;-2.1;1024.4;-13.3;0;N;0.1;Tiantan
224;2013;3;10;7;26;50;3.7;1025.4;-15.6;0;WSW;3;Tiantan
225;2013;3;10;8;27;41;5.7;1025.5;-16.8;0;SW;2.8;Tiantan
226;2013;3;10;9;24;44;6.8;1025;-17.3;0;SW;5.2;Tiantan
227;2013;3;10;10;27;76;8.7;1024.3;-17.4;0;SSW;3.1;Tiantan
228;2013;3;10;11;31;70;9.9;1023.7;-17.3;0;WSW;2.4;Tiantan
229;2013;3;10;12;30;65;11.3;1022.8;-17.2;0;SW;1.3;Tiantan
230;2013;3;10;13;33;59;11.2;1021.7;-17.2;0;SSW;3.8;Tiantan
231;2013;3;10;14;34;36;11.4;1020.8;-16.1;0;SSW;3.9;Tiantan
232;2013;3;10;15;38;60;11.3;1020.4;-16.2;0;SSW;3.9;Tiantan
233;2013;3;10;16;32;53;10.8;1020.2;-14.9;0;SW;4.6;Tiantan
234;2013;3;10;17;45;68;9.6;1020.2;-14.3;0;SSW;3;Tiantan
235;2013;3;10;18;54;70;8.9;1020.6;-13.5;0;SSW;3.7;Tiantan
236;2013;3;10;19;67;105;8.3;1020.9;-12.8;0;SSW;3.2;Tiantan
237;2013;3;10;20;78;117;7.6;1021.1;-12.3;0;S;2.4;Tiantan
238;2013;3;10;21;87;118;7.2;1021.2;-12.1;0;SSW;2.8;Tiantan
239;2013;3;10;22;95;133;6.8;1020.6;-11.9;0;SW;2.3;Tiantan
240;2013;3;10;23;98;124;6.7;1020.7;-12.5;0;SW;2.4;Tiantan
241;2013;3;11;0;86;113;5.3;1020.5;-11.3;0;S;0.9;Tiantan
242;2013;3;11;1;96;122;4.5;1020.1;-11.2;0;S;0.8;Tiantan
243;2013;3;11;2;102;120;3.6;1019.3;-10.5;0;S;0.4;Tiantan
244;2013;3;11;3;104;121;2.4;1019;-9.9;0;SE;0.4;Tiantan
245;2013;3;11;4;104;118;0.2;1018.9;-9;0;SE;1.6;Tiantan
246;2013;3;11;5;108;110;1.5;1018.9;-8.9;0;SE;0.1;Tiantan
247;2013;3;11;6;100;105;-0.2;1019.1;-8.2;0;ESE;0.8;Tiantan
248;2013;3;11;7;88;95;2.1;1019.2;-7.8;0;E;0.8;Tiantan
249;2013;3;11;8;103;116;5;1019.1;-8.2;0;E;0.8;Tiantan
250;2013;3;11;9;113;138;6;1018.6;-8.7;0;SSE;2.3;Tiantan
251;2013;3;11;10;121;149;7.5;1017.8;-8.6;0;E;2.2;Tiantan
252;2013;3;11;11;142;148;9.1;1016.5;-9.4;0;ESE;2;Tiantan
253;2013;3;11;12;148;173;10.5;1015.2;-9.3;0;S;1.9;Tiantan
254;2013;3;11;13;136;157;11.6;1013.8;-7.8;0;SSW;3.1;Tiantan
255;2013;3;11;14;122;136;11.8;1012.8;-7.6;0;SSW;3.7;Tiantan
256;2013;3;11;15;110;120;11.6;1012.1;-7.8;0;WSW;3.4;Tiantan
257;2013;3;11;16;116;143;11;1011.3;-6.4;0;SW;2.7;Tiantan
258;2013;3;11;17;141;202;10.6;1011.6;-4.6;0;S;2.2;Tiantan
259;2013;3;11;18;142;203;10.4;1011.9;-4.1;0;S;1.3;Tiantan
260;2013;3;11;19;152;188;10.4;1012.2;-3.3;0;SSE;0.8;Tiantan
261;2013;3;11;20;166;202;10.2;1012.4;-5;0;SSW;1.1;Tiantan
262;2013;3;11;21;183;210;9.6;1011.8;-5.1;0;SSE;0.8;Tiantan
263;2013;3;11;22;140;142;9.2;1011.5;-5.5;0;ESE;1.5;Tiantan
264;2013;3;11;23;106;121;8.5;1010.4;-5.4;0;ESE;0.9;Tiantan
265;2013;3;12;0;103;137;7.8;1009.7;-5.3;0;SSE;1.3;Tiantan
266;2013;3;12;1;120;160;7.6;1008.8;-4.8;0;SE;1.1;Tiantan
267;2013;3;12;2;132;152;6.7;1007.9;-3.8;0;E;0.8;Tiantan
268;2013;3;12;3;108;130;7.2;1008;-2.8;0;SSE;1.5;Tiantan
269;2013;3;12;4;122;143;5.6;1008.6;-0.1;0.5;SE;0.2;Tiantan
270;2013;3;12;5;129;182;4.5;1008.3;0.8;0.3;ESE;1.7;Tiantan
271;2013;3;12;6;140;142;3.8;1008.5;2;1;ENE;0;Tiantan
272;2013;3;12;7;113;119;3;1008.8;1.5;2.6;SSW;0.9;Tiantan
273;2013;3;12;8;122;119;3.4;1008.8;2.2;0.3;ENE;1.7;Tiantan
274;2013;3;12;9;97;99;3.5;1008.6;2.3;0.1;NE;1.3;Tiantan
275;2013;3;12;10;135;100;3.7;1008.9;2.5;0.2;NE;0.9;Tiantan
276;2013;3;12;11;136;111;4;1008.7;2.7;0.1;E;1.6;Tiantan
277;2013;3;12;12;122;122;4.6;1008.2;2.8;0.1;NE;1.3;Tiantan
278;2013;3;12;13;150;123;4.9;1008.8;3.2;0;N;1.5;Tiantan
279;2013;3;12;14;146;104;5.2;1009.1;3.4;0;NE;2.1;Tiantan
280;2013;3;12;15;128;95;5.6;1009.3;3.8;0;E;1.5;Tiantan
281;2013;3;12;16;134;102;6.5;1009.7;3.8;0.1;ENE;0;Tiantan
282;2013;3;12;17;118;120;6.4;1011.3;3.5;0;NE;0.8;Tiantan
283;2013;3;12;18;139;120;5.3;1012.7;3.5;0;ENE;1.4;Tiantan
284;2013;3;12;19;114;118;4.6;1014.3;3.4;0;SSW;0.6;Tiantan
285;2013;3;12;20;141;118;4.6;1016.3;3.4;0;ENE;0.8;Tiantan
286;2013;3;12;21;131;95;4.6;1017.6;3.6;0;ENE;1.9;Tiantan
287;2013;3;12;22;142;88;4.1;1018.7;1.6;0;NE;0.9;Tiantan
288;2013;3;12;23;125;87;5.3;1019.5;-6.3;0;N;2.5;Tiantan
289;2013;3;13;0;39;39;4.5;1020.3;-9;0;NNE;3.5;Tiantan
290;2013;3;13;1;10;10;3.4;1020.8;-9.3;0;ENE;1.6;Tiantan
291;2013;3;13;2;3;6;2.3;1021.2;-9.9;0;NE;1.5;Tiantan
292;2013;3;13;3;7;6;1.5;1021.8;-11.3;0;NE;1.1;Tiantan
293;2013;3;13;4;10;10;0.7;1022.6;-10.2;0;E;1.2;Tiantan
294;2013;3;13;5;3;6;0.3;1023.3;-10.5;0;ENE;1.5;Tiantan
295;2013;3;13;6;8;12;0.1;1024.4;-10.7;0;NE;0.9;Tiantan
296;2013;3;13;7;9;12;2.2;1025.7;-11;0;ENE;1.8;Tiantan
297;2013;3;13;8;12;17;3;1027.1;-12.1;0;ENE;4;Tiantan
298;2013;3;13;9;12;17;4;1027.5;-13.4;0;ENE;3.4;Tiantan
299;2013;3;13;10;3;24;4.7;1027.4;-13.7;0;E;2.3;Tiantan
300;2013;3;13;11;3;6;5.7;1026.7;-11.9;0;E;2.9;Tiantan
301;2013;3;13;12;19;22;6.1;1026;-15.9;0;NE;1.5;Tiantan
302;2013;3;13;13;6;7;7.1;1024.9;-15;0;NNE;1.4;Tiantan
303;2013;3;13;14;3;9;8.3;1024.3;-16.1;0;ENE;0.9;Tiantan
304;2013;3;13;15;3;11;8.2;1023.9;-14.8;0;SE;2.8;Tiantan
305;2013;3;13;16;18;6;8;1024;-14.3;0;ESE;1.8;Tiantan
306;2013;3;13;17;20;45;7;1024.5;-14.5;0;SSE;1.7;Tiantan
307;2013;3;13;18;14;23;6;1025.3;-13.1;0;SSE;1.5;Tiantan
308;2013;3;13;19;33;44;5.6;1025.8;-12;0;S;2;Tiantan
309;2013;3;13;20;35;44;5;1026.3;-11.6;0;SSW;1.4;Tiantan
310;2013;3;13;21;45;45;4.8;1026.6;-11.8;0;S;1.8;Tiantan
311;2013;3;13;22;40;46;3.8;1026.6;-6.8;0;S;3;Tiantan
312;2013;3;13;23;51;77;2.4;1026.9;-4.8;0;SSW;2.9;Tiantan
313;2013;3;14;0;68;95;1.6;1026.8;-5.6;0;S;3.3;Tiantan
314;2013;3;14;1;69;96;0.9;1026.9;-5.8;0;SE;1.3;Tiantan
315;2013;3;14;2;57;65;0.2;1026.5;-6;0;SE;2;Tiantan
316;2013;3;14;3;54;69;-0.7;1026.2;-5.9;0;ENE;2.1;Tiantan
317;2013;3;14;4;58;74;-1.2;1026.1;-4.7;0;E;1.4;Tiantan
318;2013;3;14;5;61;67;-1.1;1026.4;-4.8;0;ENE;1.3;Tiantan
319;2013;3;14;6;62;72;-1;1026.4;-4.2;0;ENE;0.9;Tiantan
320;2013;3;14;7;63;73;-0.1;1026.8;-4.4;0;E;1.3;Tiantan
321;2013;3;14;8;75;78;1.5;1026.8;-4.8;0;ESE;1.2;Tiantan
